Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Arab World,ARB,"Age population, age 19, female, interpolated",SP.POP.AG19.FE.IN,..,..,..,..,..,..
Arab World,ARB,"Age population, age 19, male, interpolated",SP.POP.AG19.MA.IN,..,..,..,..,..,..
Arab World,ARB,"Age population, age 20, female, interpolated",SP.POP.AG20.FE.IN,..,..,..,..,..,..
Arab World,ARB,"Age population, age 20, male, interpolated",SP.POP.AG20.MA.IN,..,..,..,..,..,..
Arab World,ARB,"Age population, age 21, female, interpolated",SP.POP.AG21.FE.IN,..,..,..,..,..,..
Arab World,ARB,"Age population, age 21, male, interpolated",SP.POP.AG21.MA.IN,..,..,..,..,..,..
Arab World,ARB,"Age population, age 22, female, interpolated",SP.POP.AG22.FE.IN,..,..,..,..,..,..
Arab World,ARB,"Age population, age 22, male, interpolated",SP.POP.AG22.MA.IN,..,..,..,..,..,..
Arab World,ARB,"Age population, age 23, female, interpolated",SP.POP.AG23.FE.IN,..,..,..,..,..,..
Arab World,ARB,"Age population, age 23, male, interpolated",SP.POP.AG23.MA.IN,..,..,..,..,..,..
Arab World,ARB,"Age population, age 24, female, interpolated",SP.POP.AG24.FE.IN,..,..,..,..,..,..
Arab World,ARB,"Age population, age 24, male, interpolated",SP.POP.AG24.MA.IN,..,..,..,..,..,..
Arab World,ARB,"Age population, age 25, female, interpolated",SP.POP.AG25.FE.IN,..,..,..,..,..,..
Arab World,ARB,"Age population, age 25, male, interpolated",SP.POP.AG25.MA.IN,..,..,..,..,..,..
Arab World,ARB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.0580786287056,26.0656767006396,25.5825208322091,25.102987335756,24.5986203848929,24.2344825979038
Arab World,ARB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.45167048490701,5.40864973985369,5.25335170114034,5.22699181399284,5.19886642116107,5.61610840015073
Arab World,ARB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.47103809720741,3.37135781311785,3.32588193255243,3.27999375314507,3.22451894503336,3.18600277860242
Arab World,ARB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.8902808501337,73.2283985397367,73.7323198474657,73.8423769640706,73.9393097680619,73.1127112182209
Arab World,ARB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.8064676834851,68.8646134647447,69.3336597525731,69.6093962051032,69.9069657642315,68.9362228892435
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.7582222288211,70.9430622781923,71.4295960025113,71.6330166549463,71.8446260250446,70.9233595872331
Arab World,ARB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,117.158230347468,113.404288407643,108.468328489036,107.419333659219,106.588386034514,114.145344565869
Arab World,ARB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,174.622171391281,175.331361201491,169.021950917385,164.950778008648,160.369004550362,170.001343958604
Arab World,ARB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,28.8971663812944,28.5015794131185,27.779480891116,27.3684651653744,26.8987596997685,26.3161463290207
Arab World,ARB,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,26.3246929746838,25.9562327539836,25.2646902242949,24.8666805362607,24.4180327475046,23.8565406802431
Arab World,ARB,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,31.3519823750134,30.9682374411859,30.1963140921611,29.7815971050821,29.2764465275956,28.6577089391607
Arab World,ARB,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,17.8694996465357,17.6957740064826,17.4329454620965,17.2287551396376,17.0257700771748,16.7361369090123
Arab World,ARB,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,38.7619464817831,38.1830714590474,36.9050681935873,36.4049846105514,35.7255030718043,34.8094619005862
Arab World,ARB,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,36.0396786004065,35.4266178710537,34.2199789709699,33.7390867779279,33.0680162541015,32.1918518760982
Arab World,ARB,"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA,41.370566951724,40.8009395007943,39.5315568600779,39.0008680849685,38.3152628682138,37.3585157187795
Arab World,ARB,Net migration,SM.POP.NETM,-194516,3140,13305,511128,139844,-1585167
Arab World,ARB,Number of deaths ages 10-14 years,SH.DTH.1014,22667,22394,21045,21268,21303,21206
Arab World,ARB,Number of deaths ages 10-19 years,SH.DTH.1019,66307,65536,64232,65463,64850,63883
Arab World,ARB,Number of deaths ages 15-19 years,SH.DTH.1519,43640,43142,43187,44195,43547,42677
Arab World,ARB,Number of deaths ages 20-24 years,SH.DTH.2024,53363,52404,54284,56608,54575,52281
Arab World,ARB,Number of deaths ages 5-14 years,SH.DTH.0514,..,..,..,..,..,..
Arab World,ARB,Number of deaths ages 5-9 years,SH.DTH.0509,37792,37114,33868,34035,33611,32776
Arab World,ARB,Number of infant deaths,SH.DTH.IMRT,314459,307220,298046,294151,289394,284015
Arab World,ARB,"Number of infant deaths, female",SH.DTH.IMRT.FE,139962,136592,132319,130492,128267,125778
Arab World,ARB,"Number of infant deaths, male",SH.DTH.IMRT.MA,174497,170628,165727,163659,161127,158237
Arab World,ARB,Number of neonatal deaths,SH.DTH.NMRT,196714,191450,188947,187066,184938,182489
Arab World,ARB,Number of under-five deaths,SH.DTH.MORT,419599,409111,392808,388056,381124,372722
Arab World,ARB,"Number of under-five deaths, female",SH.DTH.MORT.FE,190442,185384,177642,175362,172086,168123
Arab World,ARB,"Number of under-five deaths, male",SH.DTH.MORT.MA,229157,223727,215166,212694,209038,204599
Arab World,ARB,"Population ages 00-04, female",SP.POP.0004.FE,25341148,25603930,25724696,25777658,25781037,25740048
Arab World,ARB,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,12.9456057108014,12.8213100151231,12.622408038561,12.3852022151347,12.1288308941084,11.8830461846704
Arab World,ARB,"Population ages 00-04, male",SP.POP.0004.MA,26509732,26779288,26898856,26954883,26959500,26916429
Arab World,ARB,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,12.5786965444078,12.4335232845914,12.2343687979119,12.0112865049707,11.7774497572091,11.5711482418608
Arab World,ARB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,33.9319727928067,33.8658979078016,33.7537145667806,33.6148899742508,33.4563158305478,33.3425712506039
Arab World,ARB,"Population ages 0-14, female",SP.POP.0014.FE.IN,67443777,68739213,69935290,71098668,72212960,73227751
Arab World,ARB,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,34.4538679699677,34.4215441514007,34.3153453650394,34.1602532973529,33.9729843409914,33.8060261297271
Arab World,ARB,"Population ages 0-14, male",SP.POP.0014.MA.IN,70490369,71830663,73067329,74301086,75485883,76556515
Arab World,ARB,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,33.4472233222137,33.3507076732872,33.233111642389,33.1090904795122,32.9765461570027,32.911004409907
Arab World,ARB,"Population ages 0-14, total",SP.POP.0014.TO,137934147,140569880,143002621,145399755,147698841,149784264
Arab World,ARB,"Population ages 05-09, female",SP.POP.0509.FE,22332095,22990751,23618326,24203703,24742988,25180440
Arab World,ARB,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,11.4084216529354,11.5127473224239,11.5888698806105,11.6289746730086,11.640473519096,11.6246976605007
Arab World,ARB,"Population ages 05-09, male",SP.POP.0509.MA,23346965,24053179,24714623,25331620,25892075,26339364
Arab World,ARB,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,11.0779846271932,11.1678008058727,11.2409162704554,11.2879489522278,11.3111376356668,11.3230722601448
Arab World,ARB,"Population ages 10-14, female",SP.POP.1014.FE,19770534,20144533,20592272,21117306,21688937,22307269
Arab World,ARB,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.0998406062309,10.0874868138538,10.1040674458678,10.1460764092096,10.203679927787,10.2982822845559
Arab World,ARB,"Population ages 10-14, male",SP.POP.1014.MA,20633668,20998195,21453855,22014586,22634306,23300718
Arab World,ARB,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,9.79054215061268,9.74938358282304,9.75782657402175,9.80985502231363,9.88795876412681,10.0167839079014
Arab World,ARB,"Population ages 15-19, female",SP.POP.1519.FE,18179294,18335218,18600460,18950040,19337431,19691549
Arab World,ARB,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.28694938877464,9.18146268562674,9.12674123937272,9.10478671150933,9.09740165928086,9.09072090635424
Arab World,ARB,"Population ages 15-19, male",SP.POP.1519.MA,19266249,19373742,19581817,19875951,20204228,20483982
Arab World,ARB,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,9.14171132196904,8.99515547175407,8.90637031521101,8.85686486379388,8.82636094597901,8.80589264365605
Arab World,ARB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.1709559352476,62.1615989741938,62.1889556359434,62.2334914228974,62.2913010911582,62.3016653464241
Arab World,ARB,"Population ages 15-64, female",SP.POP.1564.FE.IN,119617616,121908087,124430290,127186616,130066207,132673904
Arab World,ARB,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,61.1070394973725,61.0461516609427,61.0545595968587,61.1084172032876,61.1903632830484,61.2496965347519
Arab World,ARB,"Population ages 15-64, male",SP.POP.1564.MA.IN,133108562,136111008,139042449,142001662,144929792,147202807
Arab World,ARB,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,63.1591486192228,63.1958319542847,63.2404826245488,63.2769461955135,63.3136135193139,63.2812532732715
Arab World,ARB,"Population ages 15-64, total",SP.POP.1564.TO,252726179,258019097,263472739,269188279,274995997,279876708
Arab World,ARB,"Population ages 20-24, female",SP.POP.2024.FE,17368647,17442496,17562756,17719793,17914106,18057837
Arab World,ARB,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.87282823040778,8.73442636941275,8.61756663745317,8.51369921487884,8.42778949898714,8.33650712872903
Arab World,ARB,"Population ages 20-24, male",SP.POP.2024.MA,18808381,18937247,19090816,19243840,19392823,19376846
Arab World,ARB,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.92445401089271,8.79249134389819,8.68304858916994,8.57519074438558,8.47189285126999,8.32994285458443
Arab World,ARB,"Population ages 25-29, female",SP.POP.2529.FE,16718932,16848603,17000888,17177200,17381928,17490538
Arab World,ARB,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,8.54091888287043,8.43703025625859,8.34187359425573,8.25300330910693,8.17742477480038,8.07460977224313
Arab World,ARB,"Population ages 25-29, male",SP.POP.2529.MA,18843571,18998314,19135666,19236892,19354582,19316685
Arab World,ARB,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,8.94115312554621,8.82084596203338,8.70344734368115,8.57209421001035,8.45518807632894,8.30408057188319
Arab World,ARB,"Population ages 30-34, female",SP.POP.3034.FE,15255818,15554011,15872735,16183951,16461536,16635149
Arab World,ARB,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,7.79348216540542,7.78875653828522,7.78831899484357,7.77578364476275,7.74441982730995,7.67971486020564
Arab World,ARB,"Population ages 30-34, male",SP.POP.3034.MA,17767630,18058400,18362348,18648048,18877550,18916509
Arab World,ARB,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,8.43062496492747,8.38444578448253,8.35172088230614,8.30970206682833,8.24679231978723,8.13204911139259
Arab World,ARB,"Population ages 35-39, female",SP.POP.3539.FE,13250667,13605739,13979983,14377745,14777470,15131831
Arab World,ARB,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,6.76914495246612,6.81314843564933,6.85959703974869,6.9079688766037,6.95214010502159,6.98569858406434
Arab World,ARB,"Population ages 35-39, male",SP.POP.3539.MA,15780189,16227122,16652952,17086528,17484244,17758307
Arab World,ARB,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.48759764797571,7.53419248076706,7.57423883122547,7.61387750184191,7.63811544790979,7.63414700567821
Arab World,ARB,"Population ages 40-44, female",SP.POP.4044.FE,11159302,11491715,11833122,12208687,12608136,13012462
Arab World,ARB,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,5.70076639896891,5.75454029049451,5.80619180940475,5.86581893397116,5.93156770356255,6.0072797046173
Arab World,ARB,"Population ages 40-44, male",SP.POP.4044.MA,13097030,13603868,14050726,14498345,14948292,15383776
Arab World,ARB,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,6.21445667175207,6.3162245053532,6.39067107379106,6.4605642134438,6.53026826048565,6.61335640527419
Arab World,ARB,"Population ages 45-49, female",SP.POP.4549.FE,9299417,9577526,9851350,10137211,10435293,10766019
Arab World,ARB,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,4.75063765467544,4.79599911045954,4.83378862766267,4.87055170743313,4.9093404566713,4.97019591501651
Arab World,ARB,"Population ages 45-49, male",SP.POP.4549.MA,10570661,11023492,11423571,11808359,12186668,12578775
Arab World,ARB,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,5.01571044855048,5.11816469182415,5.19576762394507,5.26188806926602,5.32383200747346,5.40750997418193
Arab World,ARB,"Population ages 50-54, female",SP.POP.5054.FE,7612920,7879174,8138676,8398705,8663336,8936765
Arab World,ARB,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,3.88908454374275,3.94554039187061,3.99342654115078,4.03526453925547,4.0757124316775,4.12571078556026
Arab World,ARB,"Population ages 50-54, male",SP.POP.5054.MA,8226008,8636549,9006191,9361646,9718426,10081457
Arab World,ARB,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.90318665269079,4.00991663542165,4.09627242219337,4.17161546372416,4.24556317212877,4.33393420745168
Arab World,ARB,"Population ages 55-59, female",SP.POP.5559.FE,6028232,6226848,6457759,6724245,6996460,7270437
Arab World,ARB,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,3.07954025322104,3.11812906622128,3.16864697940325,3.23074920832714,3.2915214824328,3.35644068844189
Arab World,ARB,"Population ages 55-59, male",SP.POP.5559.MA,6180837,6458604,6739549,7045316,7361798,7688854
Arab World,ARB,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.93276796151808,2.99870546430731,3.0653401162819,3.13944308171015,3.21605266347623,3.3053738135839
Arab World,ARB,"Population ages 60-64, female",SP.POP.6064.FE,4744391,4946763,5132560,5309032,5490519,5681327
Arab World,ARB,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2.42368702683996,2.47711851666412,2.51840813356338,2.55079105743913,2.58304534330433,2.62281818951959
Arab World,ARB,"Population ages 60-64, male",SP.POP.6064.MA,4567999,4793684,4998818,5196745,5401190,5617616
Arab World,ARB,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2.16748581340023,2.2256896144432,2.27360542674365,2.31570598050937,2.35954777447486,2.41496668558532
Arab World,ARB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.89707127194567,3.97250311800462,4.05732979727603,4.15161860285186,4.25238307829405,4.35576340297197
Arab World,ARB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,8689569,9050929,9436218,9847445,10280789,10709876
Arab World,ARB,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.43909253265986,4.53230418765664,4.6300950381019,4.73132949935954,4.83665237596022,4.944277335521
Arab World,ARB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,7152108,7438055,7753265,8110204,8492113,8857445
Arab World,ARB,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,3.39362805856349,3.45346037242811,3.5264057330622,3.61396332497426,3.70984032368339,3.80774231682147
Arab World,ARB,"Population ages 65 and above, total",SP.POP.65UP.TO,15841676,16488985,17189485,17957646,18772901,19567324
Arab World,ARB,"Population ages 65-69, female",SP.POP.6569.FE,3411437,3570336,3734680,3911990,4104481,4301559
Arab World,ARB,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.74274384350023,1.78786492010324,1.83250526425822,1.87956487546149,1.93097561948147,1.98584029151611
Arab World,ARB,"Population ages 65-69, male",SP.POP.6569.MA,3083043,3229593,3382536,3551576,3731594,3918665
Arab World,ARB,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.46288365870675,1.49948846459788,1.53847265652474,1.58260699379244,1.6301734009954,1.68460090444574
Arab World,ARB,"Population ages 70-74, female",SP.POP.7074.FE,2304620,2416649,2542162,2675654,2808624,2934647
Arab World,ARB,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.17732101994511,1.21014908378865,1.2473690904194,1.28555115139914,1.32133244753891,1.35479746926054
Arab World,ARB,"Population ages 70-74, male",SP.POP.7074.MA,1910696,1993671,2096857,2219539,2349187,2469028
Arab World,ARB,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,0.906613371822465,0.925653664456761,0.953709052000204,0.989042506443164,1.02625825439209,1.06141548936106
Arab World,ARB,"Population ages 75-79, female",SP.POP.7579.FE,1557787,1597405,1637411,1681774,1737067,1804498
Arab World,ARB,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.795801059637506,0.799908829864487,0.803432300959676,0.808028252158271,0.817212033410306,0.833056731523602
Arab World,ARB,"Population ages 75-79, male",SP.POP.7579.MA,1203386,1228964,1255348,1287615,1328283,1373130
Arab World,ARB,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.570998834902281,0.570603117845086,0.570968773553139,0.573769407881114,0.580268918679007,0.590297583761633
Arab World,ARB,"Population ages 80 and above, female",SP.POP.80UP.FE,1415722,1466548,1521969,1578033,1630617,1669172
Arab World,ARB,"Population ages 80 and above, male",SP.POP.80UP.MA,954978,985827,1018529,1051474,1083054,1096619
Arab World,ARB,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.453132193131995,0.457715125528392,0.46325525098411,0.468544416857537,0.473139749616891,0.471428339253037
Arab World,ARB,"Population ages 80 and older, female (% of female population)",SP.POP.80UP.FE.5Y,0.723226609577008,0.734381353900254,0.746788382464605,0.758185220340643,0.767132275529538,0.770582843220745
Arab World,ARB,Population growth (annual %),SP.POP.GROW,2.15596631322425,2.10969712845126,2.06873884607124,2.09619401528857,2.06268690107076,1.75789900697592
Arab World,ARB,"Population, female",SP.POP.TOTL.FE.IN,195750959,199698235,203801793,208132727,212559954,216611530
Arab World,ARB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.1549807801387,48.1110187484051,48.1044860159688,48.1180921516149,48.1484682946639,48.2185855366367
Arab World,ARB,"Population, male",SP.POP.TOTL.MA.IN,210751036,215379725,219863044,224412950,228907787,232616766
Arab World,ARB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.8450182476238,51.8889812515949,51.8955135243188,51.8819080795745,51.8515321583704,51.7814144633633
Arab World,ARB,"Population, total",SP.POP.TOTL,406501999,415077960,423664839,432545676,441467739,449228296
Arab World,ARB,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,2.80481252915229,2.71840228727662,2.489160212069,2.47546719721917,2.41616267564176,2.30895589406303
Arab World,ARB,"Probability of dying among adolescents ages 10-19 years (per 1,000)",SH.DYN.1019,8.61748085494692,8.42411346856646,8.13384915023363,8.14678400124122,7.89450255721994,7.59229854154501
Arab World,ARB,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,5.79204963057953,5.67954561197126,5.62979813906855,5.66895397724684,5.49789312835863,5.2833332881151
Arab World,ARB,"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,4.11845024831947,3.92500576588733,3.47443545602814,3.43729793989634,3.31561833151072,3.17885067070519
Arab World,ARB,"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,7.28042381203896,7.15274088659725,7.36729005293127,7.62386785952561,7.28671065903066,6.93203790452827
Arab World,ARB,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,..,..,..,..,..,..
Arab World,ARB,Rural population,SP.RUR.TOTL,171356230,173821136,176366208,178945980,181514684,183789991
Arab World,ARB,Rural population (% of total population),SP.RUR.TOTL.ZS,42.1538468677223,41.8767446178568,41.6287100332936,41.3704238436104,41.1161830250364,40.9123809889593
Arab World,ARB,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.34124145172466,1.43846885520298,1.4641901776548,1.46273599078572,1.43546337280111,1.25351125862632
Arab World,ARB,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.04961360645003,1.04923597598627,1.04938541439594,1.04962714524407,1.05000107877814,1.05002700701786
Arab World,ARB,Urban population,SP.URB.TOTL,235145769,241256824,247298631,253599696,259953055,265438305
Arab World,ARB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.8461531322777,58.1232553821431,58.3712899667064,58.6295761563895,58.8838169749636,59.0876190110407
Arab World,ARB,Urban population growth (annual %),SP.URB.GROW,2.75797535973675,2.59883689423303,2.5043051217486,2.54795789791493,2.50527074764318,2.11009253189964
Argentina,ARG,Age dependency ratio (% of working-age population),SP.POP.DPND,55.8644592427226,55.7543621214315,55.6112391046053,55.4071736223346,55.1353088624017,54.7600781645305
Argentina,ARG,"Age dependency ratio, old",SP.POP.DPND.OL,17.320406917436,17.4756701525715,17.6314486904682,17.8092816371001,17.9966224135175,18.1494169514824
Argentina,ARG,"Age dependency ratio, young",SP.POP.DPND.YG,38.5440523252866,38.27869196886,37.9797904141372,37.5978919852346,37.1386864488841,36.6106612130481
Argentina,ARG,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,361105,357858,349508,335317.5,322817.5,313683.5
Argentina,ARG,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,381530,377580.5,368075.5,352600,339303,329595.5
Argentina,ARG,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,359455.5,360550.5,357324,349000,334840.5,322367.5
Argentina,ARG,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,380216.5,380855.5,376932.5,367459.5,352023.5,338758.5
Argentina,ARG,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,357499.5,359286,360386.5,357166.5,348848.5,334697.5
Argentina,ARG,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,378593.5,380003,380649.5,376735.5,367270.5,351843.5
Argentina,ARG,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,355153.5,357393.5,359182,360285.5,357071.5,348751.5
Argentina,ARG,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,376333,378450.5,379862,380514,376607.5,367142.5
Argentina,ARG,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,352704,355088,357328.5,359117.5,360224,357004
Argentina,ARG,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,373598.5,376235.5,378354,379766.5,380423.5,376515.5
Argentina,ARG,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,349394,352662.5,355045,357287,359077,360174.5
Argentina,ARG,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,369828,373529.5,376168,378286.5,379700,380354
Argentina,ARG,"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,344983,349366.5,352632,355015.5,357257.5,359039
Argentina,ARG,"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,365159.5,369776.5,373478.5,376116,378234.5,379647
Argentina,ARG,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,342508.5,344960,349341,352607.5,354991.5,357226.5
Argentina,ARG,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,362920,365115.5,369733.5,373435,376072,378190
Argentina,ARG,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN,342391.5,342485,344935.5,349316.5,352583.5,354962.5
Argentina,ARG,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN,362770,362878.5,365075,369692,373393.5,376031.5
Argentina,ARG,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN,342242.5,342365,342458,344909.5,349292.5,352556
Argentina,ARG,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,361743.5,362726.5,362836.5,365033,369650.5,373353.5
Argentina,ARG,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,340366,342213.5,342336,342430.5,344883,349262.5
Argentina,ARG,"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,358658.5,361696.5,362681,362792.5,364989.5,369608
Argentina,ARG,"Age population, age 11, female, interpolated",SP.POP.AG11.FE.IN,337786.5,340334,342182,342306.5,342402,344850.5
Argentina,ARG,"Age population, age 11, male, interpolated",SP.POP.AG11.MA.IN,355223,358607.5,361646.5,362634,362746.5,364942.5
Argentina,ARG,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,337799,337754,340300.5,342149.5,342276,342367
Argentina,ARG,"Age population, age 12, male, interpolated",SP.POP.AG12.MA.IN,354918,355167,358552,361594,362584,362693.5
Argentina,ARG,"Age population, age 13, female, interpolated",SP.POP.AG13.FE.IN,338833,337765.5,337719.5,340266,342117,342237
Argentina,ARG,"Age population, age 13, male, interpolated",SP.POP.AG13.MA.IN,355766,354854.5,355105,358492,361536,362520
Argentina,ARG,"Age population, age 14, female, interpolated",SP.POP.AG14.FE.IN,340357,338796.5,337730,337685.5,340232.5,342072.5
Argentina,ARG,"Age population, age 14, male, interpolated",SP.POP.AG14.MA.IN,357295,355691.5,354783,355037,358424.5,361455.5
Argentina,ARG,"Age population, age 15, female, interpolated",SP.POP.AG15.FE.IN,342338.5,340320,338759.5,337696.5,337653.5,340182.5
Argentina,ARG,"Age population, age 15, male, interpolated",SP.POP.AG15.MA.IN,359434.5,357205,355607,354704,354959,358323
Argentina,ARG,"Age population, age 16, female, interpolated",SP.POP.AG16.FE.IN,341373.5,342303,340283,338725,337665.5,337599.5
Argentina,ARG,"Age population, age 16, male, interpolated",SP.POP.AG16.MA.IN,358360.5,359322,357099,355510.5,354612.5,354832
Argentina,ARG,"Age population, age 17, female, interpolated",SP.POP.AG17.FE.IN,339868,341340.5,342268,340249.5,338694,337606
Argentina,ARG,"Age population, age 17, male, interpolated",SP.POP.AG17.MA.IN,356441,358223.5,359191,356980,355400,354453
Argentina,ARG,"Age population, age 18, female, interpolated",SP.POP.AG18.FE.IN,341675,339838.5,341308.5,342237,340219.5,338629.5
Argentina,ARG,"Age population, age 18, male, interpolated",SP.POP.AG18.MA.IN,357881,356280.5,358067,359045.5,356845.5,355201.5
Argentina,ARG,"Age population, age 19, female, interpolated",SP.POP.AG19.FE.IN,345382.5,341648.5,339809.5,341280,342210,340154.5
Argentina,ARG,"Age population, age 19, male, interpolated",SP.POP.AG19.MA.IN,361524,357695.5,356102.5,357900,358887,356609.5
Argentina,ARG,"Age population, age 20, female, interpolated",SP.POP.AG20.FE.IN,348475,345356.5,341621,339784.5,341255.5,342143.5
Argentina,ARG,"Age population, age 20, male, interpolated",SP.POP.AG20.MA.IN,364597.5,361313.5,357497.5,355918.5,357723.5,358622
Argentina,ARG,"Age population, age 21, female, interpolated",SP.POP.AG21.FE.IN,348334,348451,345330,341596.5,339761.5,341190.5
Argentina,ARG,"Age population, age 21, male, interpolated",SP.POP.AG21.MA.IN,363996.5,364366,361094.5,357299,355730.5,357437
Argentina,ARG,"Age population, age 22, female, interpolated",SP.POP.AG22.FE.IN,345296,348309.5,348422,345303.5,341573,339696.5
Argentina,ARG,"Age population, age 22, male, interpolated",SP.POP.AG22.MA.IN,360430,363756.5,364129,360877.5,357098,355434
